doc_id,name,category,amount,discount,price,date,shop_id,till_id
37715vek6uv72pa39sn8,"Клеенка BELLE на ткани 1,40м*20м папоротник GQ-8845B",КЛЕЁНКИ И СКАТЕРТИ,2,8,3906.9,2025-03-23,3,4
37715vek6uv72pa39sn8,Шнур хоз вязанный б/с тип 2  D-3мм 50м Кратно 5шт,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,5,2,96.46,2025-03-23,3,4
37715vek6uv72pa39sn8,Перчатки латексные БИКОЛОР КРАСНЫЕ S цена за 12пар,ТОВАРЫ ДЛЯ УБОРКИ,7,4,915.97,2025-03-23,3,4
g0p9tlixcli7wxswfc4m,"Стопка ""Чезаре"" 100мл набор 4шт/48/С571",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,3,6,54.8,2025-03-23,3,4
g0p9tlixcli7wxswfc4m,Набор дорожный  /14/С16,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,4,1,173.1,2025-03-23,3,4
g0p9tlixcli7wxswfc4m,Салфетница квадратная СМАРТ пыльно-серая/28/С943ПСЕР,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,4,16,95.0,2025-03-23,3,4
srkuc28yzxa7nex3htkg,Перчатки х/б с ПВХ белые 10 пар /25/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,3,10,138.7,2025-03-23,3,4
srkuc28yzxa7nex3htkg,Топор 800гр фибергласс ручка /6/24/,ИНСТРУМЕНТЫ,2,0,578.6,2025-03-23,3,4
srkuc28yzxa7nex3htkg,Маркер LIT черный цена за 10 шт,КАНЦЕЛЯРСКИЕ ТОВАРЫ,4,8,108.94,2025-03-23,3,4
srkuc28yzxa7nex3htkg,Ножницы по металлу 250мм однокомпонентная ручка,ИНСТРУМЕНТЫ,7,0,239.0,2025-03-23,3,4
7hfm3p87gl1hn47lb5u0,Леска строительная разметочная 1мм*100м,ИНСТРУМЕНТЫ,2,5,60.0,2025-03-23,3,4
7hfm3p87gl1hn47lb5u0,Ледоруб-топор сварной Б2 с тулейкой D-40мм/10/,ЗИМНИЙ ИНВЕНТАРЬ,7,5,160.57,2025-03-23,3,4
7hfm3p87gl1hn47lb5u0,Шнур  х/б плетеная 16пр 4мм 20м,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,5,2,56.98,2025-03-23,3,4
7hfm3p87gl1hn47lb5u0,Очки защитные СВАРОЧНЫЕ,ИНСТРУМЕНТЫ,5,7,92.0,2025-03-23,3,4
7hfm3p87gl1hn47lb5u0,Набор д/ремонта камеры 48 заплаток 108-30-15/2023,АВТОТОВАРЫ,1,9,77.0,2025-03-23,3,4
7hfm3p87gl1hn47lb5u0,Патрон потолочный прямой Е27 /5/110/50/200/,ЭЛЕКТРОТОВАРЫ,3,6,43.03,2025-03-23,3,4
exye3rnqssdauu2vftvn,"Горшок""Розетта"" 2,8л Д200 с поддоном мрамор/14/С127МРА",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,3,10,107.7,2025-03-23,3,4
g3dma206x05ufj73ox8d,Эл.лампа св.диод ПРОГРЕС СВЕЧС37 11ВтЕ-14 4000К/10,ЭЛЕКТРОЛАМПЫ,7,3,60.4,2025-03-23,3,4
ksglphnlszjn5e9oounq,Таз 10л   ПП/20/,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,3,2,56.3,2025-03-23,3,4
ksglphnlszjn5e9oounq,"Вазон Колывань 3,4л Д26 терракот  /14/С145Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,1,13,182.6,2025-03-23,3,4
ksglphnlszjn5e9oounq,Бальзам молочко ЛЮБАВА ДЕЛЮКС 370мл/10/,СРЕДСТВА ГИГИЕНЫ,7,1,641.6,2025-03-23,3,4
ksglphnlszjn5e9oounq,ПАЛАЧ от клоп блох мур тарак флак 6мл цена за 5фл,"СРЕДСТВА ОТ НАСЕКОМЫХ, СОРНЯКОВ, ХИМИЯ ДЛЯ САДА",5,7,494.5,2025-03-23,3,4
ksglphnlszjn5e9oounq,Ложка для обуви+чесалка 2в1 L50см,СРЕДСТВА ПО УХОДУ ЗА ОБУВЬЮ,1,0,55.65,2025-03-23,3,4
ksglphnlszjn5e9oounq,"Шашка серная ""ФАС""/30/","СРЕДСТВА ОТ НАСЕКОМЫХ, СОРНЯКОВ, ХИМИЯ ДЛЯ САДА",4,7,57.69,2025-03-23,3,4
ksglphnlszjn5e9oounq,"Шинковка для капусты ""Ретро""S-146/144/","НОЖИ, НОЖЕТОЧКИ, ОВОЩЕРЕЗКИ, ТЕРКИ",5,1,138.1,2025-03-23,3,4
w0gix9ves3gwyqojwtsu,Штопор металлический /150/,КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,7,9,168.48,2025-03-23,3,4
w0gix9ves3gwyqojwtsu,Сковорода алюминиевая с покрытием GRANIT 28см,ПОСУДА,7,11,1082.9,2025-03-23,3,4
w0gix9ves3gwyqojwtsu,Вилка штепс ПРОГРЕСС прямая с/з белая /30/300/,ЭЛЕКТРОТОВАРЫ,6,6,57.3,2025-03-23,3,4
w0gix9ves3gwyqojwtsu,"Кувшин ""Люмици"" 1,8л,4 стакана 0,3л наб серый/8/С576СЕР",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,7,16,299.2,2025-03-23,3,4
w0gix9ves3gwyqojwtsu,Улитка Малая под шланг D11см/100/,САД И ОГОРОД,5,2,48.08,2025-03-23,3,4
w0gix9ves3gwyqojwtsu,Размешиватель однораз цена за 500шт/1/20/,ОДНОРАЗОВАЯ ПОСУДА,4,3,135.4,2025-03-23,3,4
t1wpxnlol686fo3fzh0i,Угольник столярный 350мм/12/,ИНСТРУМЕНТЫ,3,15,115.6,2025-03-23,3,4
t1wpxnlol686fo3fzh0i,Мультимер цифровой DТ-830В/30/,ИНСТРУМЕНТЫ,4,5,319.6,2025-03-23,3,4
t1wpxnlol686fo3fzh0i,Пластины Домовой Красные от летающих насекомых/300,СРЕДСТВА ОТ КОМАРОВ И МУХ,4,10,16.29,2025-03-23,3,4
t1wpxnlol686fo3fzh0i,Перчатки облитые нейлон с цветочками 12пар /80/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,4,14,333.85,2025-03-23,3,4
t1wpxnlol686fo3fzh0i,Пленка пищевая белая 300мм*200м Десногор/12/,КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,3,8,106.35,2025-03-23,3,4
