doc_id,name,category,amount,discount,price,date,shop_id,till_id
yjl43811brgpzbs9gldi,"Миска для миксера ""Мадена"" 1,4л/48/С435",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,5,15,55.3,2025-03-23,1,1
yjl43811brgpzbs9gldi,Торфяные горшочки 100х110 только 150шт! /150/,САД И ОГОРОД,7,3,6.64,2025-03-23,1,1
yjl43811brgpzbs9gldi,Мешки для мусора КРЕПЫШ 30л30шт С РУЧКАМИ 11мкр/70,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",4,11,55.4,2025-03-23,1,1
yjl43811brgpzbs9gldi,ТВ сплиттер VIDEO SРLITTER 2way5-1000МГц/1/50/,ЭЛЕКТРОТОВАРЫ,3,5,92.9,2025-03-23,1,1
yjl43811brgpzbs9gldi,"Пленка самоклеющаяся D&В 0,45*8м дерево орех кор/20/",ТОВАРЫ ДЛЯ ДОМА,5,8,334.2,2025-03-23,1,1
yjl43811brgpzbs9gldi,Сани-волокуши С-6 1450х730х250 черн Я-СВ05,ЗИМНИЙ ИНВЕНТАРЬ,2,12,1827.0,2025-03-23,1,1
yjl43811brgpzbs9gldi,"Банка с завинчивающейся крышкой ""Тондо"" 0,65 л/20/ С285-01-КОЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,4,12,55.2,2025-03-23,1,1
yjl43811brgpzbs9gldi,"ТЕРМО Клеенка РИФЛ с блеск непрозр 0,8м*0,8мм*15м море",КЛЕЁНКИ И СКАТЕРТИ,6,13,5406.7,2025-03-23,1,1
yjl43811brgpzbs9gldi,Замок навесной ЭКСТРА  60 удлиненная дужка,ЗАМКИ,6,14,155.2,2025-03-23,1,1
7iklf29ygfkopzrwhppg,Стремянка широкие 3 ступени (металл).,НИКА,7,12,1831.9,2025-03-23,1,1
7iklf29ygfkopzrwhppg,Шлиф-шкурка ТКАНЕВАЯ водостойкая 25шт 230*280 №320,ИНСТРУМЕНТЫ,5,12,536.4,2025-03-23,1,1
7iklf29ygfkopzrwhppg,"Горшок""Розетта"" 2,8л Д200 с поддоном золото/14/С127ЗОЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,3,1,107.7,2025-03-23,1,1
7iklf29ygfkopzrwhppg,Полотно ножовочное 300мм цена за 10шт,ИНСТРУМЕНТЫ,1,13,115.55,2025-03-23,1,1
7iklf29ygfkopzrwhppg,"Хомутики пласт 3,6*200мм 100шт белый",ИНСТРУМЕНТЫ,5,4,79.9,2025-03-23,1,1
7iklf29ygfkopzrwhppg,Замок навесной №50 (ЧАЗ 50мм)/12/120/,ЗАМКИ,2,7,84.1,2025-03-23,1,1
7iklf29ygfkopzrwhppg,Канистра 10л со сливом/6/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,4,11,287.3,2025-03-23,1,1
7iklf29ygfkopzrwhppg,Окномойка 20см/ш* 55-90см/дл ручки  LaDina /90/,ТОВАРЫ ДЛЯ УБОРКИ,2,2,171.0,2025-03-23,1,1
1r5dq15diydusjhjutre,Очки защитные закрытого типа прям вент инд упак/75/,ИНСТРУМЕНТЫ,6,0,78.6,2025-03-23,1,1
1r5dq15diydusjhjutre,Терка 4-х гранная с круглой  пласт.ручк Кварц/42/,"НОЖИ, НОЖЕТОЧКИ, ОВОЩЕРЕЗКИ, ТЕРКИ",4,8,141.3,2025-03-23,1,1
1r5dq15diydusjhjutre,Тряпкодержатель оцинк Д-2 С ДЕРЕВЯННЫМ ЧЕРЕНКОМ/10/,ТОВАРЫ ДЛЯ УБОРКИ,5,5,173.1,2025-03-23,1,1
1r5dq15diydusjhjutre,Шумовка металл. с синей ручкой S-268/12/240/,КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,5,7,89.09,2025-03-23,1,1
1r5dq15diydusjhjutre,Садовая ловушка от вредителей ЯБЛОКО КЛЕЕВОЕ ВХ/25/,"СРЕДСТВА ОТ НАСЕКОМЫХ, СОРНЯКОВ, ХИМИЯ ДЛЯ САДА",4,4,83.2,2025-03-23,1,1
1r5dq15diydusjhjutre,Прищепки пласт. 20шт (Краснодар)/150/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,3,1,49.3,2025-03-23,1,1
1r5dq15diydusjhjutre,Коврик д/в/кBOMBINI НОМE BAMBOO 1пр60*100см бабочки,ТОВАРЫ ДЛЯ ВАННОЙ КОМНАТЫ,7,5,918.1,2025-03-23,1,1
l1g3z0zcczvmd84wth4i,Поднос 30*43 см мрамор/40/С48МРА,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,3,9,184.5,2025-03-23,1,1
l1g3z0zcczvmd84wth4i,"Горшок Квадро с поддоном 8,1л терракот.  /12/С164Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,2,11,258.6,2025-03-23,1,1
l1g3z0zcczvmd84wth4i,Жидкая резина ФИКС ПРО СЕРЕБРО 450мл /24/,ИНСТРУМЕНТЫ,5,12,263.1,2025-03-23,1,1
l1g3z0zcczvmd84wth4i,Сковорода Neva Granite 240мм/12/,ПОСУДА,2,7,1105.6,2025-03-23,1,1
l1g3z0zcczvmd84wth4i,Ложка однораз столовая компакт цена за 100шт 1/30,ОДНОРАЗОВАЯ ПОСУДА,3,13,141.6,2025-03-23,1,1
l1g3z0zcczvmd84wth4i,"Контейнер д/стир порошка детск225х185х240мм замок ложка5,5л/12/",ТОВАРЫ ДЛЯ ДОМА,6,0,240.6,2025-03-23,1,1
l1g3z0zcczvmd84wth4i,"Тяпка самозаточная 4,5*17см ЖЕЛТАЯ рельсовая сталь/24/",САД И ОГОРОД,1,6,169.8,2025-03-23,1,1
l1g3z0zcczvmd84wth4i,Крышка полиэтилен  ТОЛЬКО 200шт /200/,ТОВАРЫ ДЛЯ КОНСЕРВИРОВАНИЯ,2,8,6.14,2025-03-23,1,1
r9bkg1mbnkx7h5qshlv6,"Рулетка 7,5 метра Standart  с магнитом/12 /72/",ИНСТРУМЕНТЫ,6,13,146.42,2025-03-23,1,1
r9bkg1mbnkx7h5qshlv6,"Щетка д/подметания пола ""Фанго"" с черенком синяя/14/С90СИН",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,3,7,241.4,2025-03-23,1,1
upr2br1tkg557p9l3mxt,Перчатки нитриловые голубые 100шт S/10/,ТОВАРЫ ДЛЯ УБОРКИ,6,15,378.83,2025-03-23,1,1
upr2br1tkg557p9l3mxt,Ведро  хоз 7л/20/С470,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,3,3,112.5,2025-03-23,1,1
upr2br1tkg557p9l3mxt,Кисть плоская ЛЮБИТЕЛЬ нат щет 100мм 4 дер ручк/6/240/,ИНСТРУМЕНТЫ,2,13,64.4,2025-03-23,1,1
upr2br1tkg557p9l3mxt,"Лопатка детская ""Палетта"" 49 см /36/",ЗИМНИЙ ИНВЕНТАРЬ,1,8,74.8,2025-03-23,1,1
cotnw8y2qe6comjpaql3,Щетка  МП ЭЛИССА /18/,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,7,10,111.5,2025-03-23,1,1
cotnw8y2qe6comjpaql3,Ящик СКЛАДНОЙ зел/черн 38 л ШЕФ ПОЛИМЕР/10/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,4,15,262.62,2025-03-23,1,1
tcl3c54x4zi8lwftlisj,Фильтр сетевой Гарнизон EHW6 1.8 6 розет. бел./50/,ЭЛЕКТРОТОВАРЫ,1,11,511.9,2025-03-23,1,1
tcl3c54x4zi8lwftlisj,Нож для мясорубки КРЕСТ БЛИСТЕР СТ-514/1000/,"НОЖИ, НОЖЕТОЧКИ, ОВОЩЕРЕЗКИ, ТЕРКИ",4,6,36.81,2025-03-23,1,1
tcl3c54x4zi8lwftlisj,Лезвие Gillete 100 лезвий  блистер/12/,ГАЛАНТЕРЕЯ,4,4,1147.1,2025-03-23,1,1
tcl3c54x4zi8lwftlisj,Сито металл с ручкой d 10см нерж сталь/10/500/,КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,1,12,59.6,2025-03-23,1,1
yb6z182sg8mprd1gg3o2,"Сотейник алюминиевый с покрытием GRANIT 26см 3,0л",ПОСУДА,7,0,1763.2,2025-03-23,1,1
yb6z182sg8mprd1gg3o2,Сантиметровая лента  в футляре /12/,ШВЕЙНЫЕ ПРИНАДЛЕЖНОСТИ,1,15,18.32,2025-03-23,1,1
fl6whqwi47emu8i87vml,Жидкость от всех летающих  б/з КРАСНАЯ 60НОЧЕЙ/24/,СРЕДСТВА ОТ КОМАРОВ И МУХ,6,0,59.0,2025-03-23,1,1
fl6whqwi47emu8i87vml,Панель самокл DecoSelf 3DМрамор белый 30*60см цена за 10шт,ТОВАРЫ ДЛЯ ДОМА,7,12,1060.6,2025-03-23,1,1
