doc_id,name,category,amount,discount,price,date,shop_id,till_id
8pcz9659j6ktsmcqea59,Термометр д/холодильника Айсберг ТБ-225 блист/100/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,5,15,43.5,2025-03-23,2,2
b7avdne2pjivyy917sx2,Коврик для в/к BOMBINI НОМE 2пред50*80/50*40 соты цветные,ТОВАРЫ ДЛЯ ВАННОЙ КОМНАТЫ,2,14,682.6,2025-03-23,2,2
b7avdne2pjivyy917sx2,"Миска для миксера ""Мадена"" 1,9л/36/С436",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,7,2,68.2,2025-03-23,2,2
b7avdne2pjivyy917sx2,Мешки для мусора 35л 15шт с завязками (МП)/40/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",1,13,53.1,2025-03-23,2,2
b7avdne2pjivyy917sx2,Эл.лампа св.диод ПРОГРЕС СВЕЧС37 11ВтЕ-14 4000К/10,ЭЛЕКТРОЛАМПЫ,4,15,60.4,2025-03-23,2,2
b7avdne2pjivyy917sx2,Смазка универсальная проникающая 520мл /12/,АВТОТОВАРЫ,6,4,237.4,2025-03-23,2,2
b7avdne2pjivyy917sx2,Кисть плоская ЛЮБИТЕЛЬ нат щет 75мм 3 дер руч/12/336,ИНСТРУМЕНТЫ,1,12,50.8,2025-03-23,2,2
b7avdne2pjivyy917sx2,Клейкая лента сверхсильная FlexTaре 140см*10см чер,ИНСТРУМЕНТЫ,1,5,127.13,2025-03-23,2,2
b7avdne2pjivyy917sx2,"Пленка самоклеющаяся D&В 0,45*8м белая/20/",ТОВАРЫ ДЛЯ ДОМА,6,0,315.6,2025-03-23,2,2
b7avdne2pjivyy917sx2,"Чайник электрический металл корпус 1,7л/8/",ПОСУДА,6,6,1231.6,2025-03-23,2,2
vmzrhqiwiecdnpyuqrtj,Ящик для рассады  пикировочный 8 стаканов,САД И ОГОРОД,2,2,93.1,2025-03-23,2,2
vmzrhqiwiecdnpyuqrtj,"Фляга ""Гранде"" 50л с ручками фиолет/2/С911ФИЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,5,8,1286.9,2025-03-23,2,2
vmzrhqiwiecdnpyuqrtj,Сиденье д/унитаза русское (МП)/9/,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,6,2,352.0,2025-03-23,2,2
vmzrhqiwiecdnpyuqrtj,"Кашпо со вставкой ПАЛЕРМО 1,8л темно-серое/20/С316ТСЕР",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,3,8,147.6,2025-03-23,2,2
vmzrhqiwiecdnpyuqrtj,Лопата снеговая б/черенка 410*369мм Стандарт/5/,ЗИМНИЙ ИНВЕНТАРЬ,1,9,181.6,2025-03-23,2,2
vmzrhqiwiecdnpyuqrtj,"Электроды ОК 46 2.5х350мм (упаковка -5,3кг)",ИНСТРУМЕНТЫ,7,14,2487.7,2025-03-23,2,2
vmzrhqiwiecdnpyuqrtj,Переходник гнездо F- гнездо антен угловой цена за 50штук,ЭЛЕКТРОТОВАРЫ,2,12,968.5,2025-03-23,2,2
s6k1xptiq27xee257r7r,Освежитель МЕЛОДИЯ Яблоко 300мл /12/,СИБИАР,7,9,69.4,2025-03-23,2,2
