doc_id,name,category,amount,discount,price,date,shop_id,till_id
n12ilwotcn2feodgbc7i,Бак 100л с/кр универсальный бежевый/3/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,6,11,1270.4,2025-03-23,4,1
n12ilwotcn2feodgbc7i,ТВ сплиттер VIDEO SРLITTER 2way5-1000МГц/1/50/,ЭЛЕКТРОТОВАРЫ,5,4,92.9,2025-03-23,4,1
n12ilwotcn2feodgbc7i,АВТОМ ВЫКЛЮЧАТЕЛЬ 1полюс 20А BASIC/12/120/,ЭЛЕКТРОТОВАРЫ,3,9,140.6,2025-03-23,4,1
n12ilwotcn2feodgbc7i,"Нож ""Флаг РФ"" №9 лезвие 21см S-5052/12/216/","НОЖИ, НОЖЕТОЧКИ, ОВОЩЕРЕЗКИ, ТЕРКИ",2,8,106.6,2025-03-23,4,1
n12ilwotcn2feodgbc7i,Прибор Универс с поворотной вилкой и индик/100/,СРЕДСТВА ОТ КОМАРОВ И МУХ,3,2,46.0,2025-03-23,4,1
n12ilwotcn2feodgbc7i,"Бак многофункциональный ""Гроссо"" 38л с крышкой /5/С330",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,6,16,847.1,2025-03-23,4,1
n12ilwotcn2feodgbc7i,"Табу (от колорад жука,провол.) 10мл Август/80/","СРЕДСТВА ОТ НАСЕКОМЫХ, СОРНЯКОВ, ХИМИЯ ДЛЯ САДА",7,0,111.55,2025-03-23,4,1
oua4cp97qd8wyulf8r2n,Стремянка широкие 4 ступеней (металл),НИКА,6,5,2096.1,2025-03-23,4,1
oua4cp97qd8wyulf8r2n,Навесная корзина д/мусора ЛЕВИТА бирюз298Х171мм/10/С842БИР,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,4,2,132.2,2025-03-23,4,1
3binbqwmbsi6p7o8p4x5,Эл.питания CR2032 Эрголюкс литив.3V блист 5шт/20/,БАТАРЕЙКИ,1,6,79.4,2025-03-23,4,1
3binbqwmbsi6p7o8p4x5,"Клеенка СARNELIА 1,40*20м Пёрышки",КЛЕЁНКИ И СКАТЕРТИ,2,13,3413.1,2025-03-23,4,1
3binbqwmbsi6p7o8p4x5,ХЛОПУШКА 100мм с конфетти только по 50!/50/500/,НОВЫЙ ГОД,4,5,36.43,2025-03-23,4,1
3binbqwmbsi6p7o8p4x5,"Губка ""Белоручка-5 Профи"" (8,5*6,0*4,0) /40/",ТОВАРЫ ДЛЯ УБОРКИ,4,4,39.81,2025-03-23,4,1
3binbqwmbsi6p7o8p4x5,Освежитель МЕЛОДИЯ Клубника со сливками 300мл /12/,СИБИАР,2,5,69.4,2025-03-23,4,1
3binbqwmbsi6p7o8p4x5,"Клеенка DЕКОRАМА ТУРЦИЯ 1,4*20м Клетка св-беж 040А",КЛЕЁНКИ И СКАТЕРТИ,5,11,4465.6,2025-03-23,4,1
3binbqwmbsi6p7o8p4x5,"Бахилы гладкие Стандарт 2,6гр цена за 25пар /80/",СРЕДСТВА ПО УХОДУ ЗА ОБУВЬЮ,2,14,48.41,2025-03-23,4,1
ngpxq33m38z957wk2sld,Пакет Майка ПНД 42+20*70 БМВ черн 25мкм цена за 50шт/14/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",3,12,241.3,2025-03-23,4,1
ngpxq33m38z957wk2sld,Яблокорезка металлическая /240/,"НОЖИ, НОЖЕТОЧКИ, ОВОЩЕРЕЗКИ, ТЕРКИ",4,10,91.79,2025-03-23,4,1
8druhmacx752nluf1g0u,"Изолента ХБ 19мм*7м, 80г, AVIORA NEW /120 (305-046",ИНСТРУМЕНТЫ,7,7,48.12,2025-03-23,4,1
8druhmacx752nluf1g0u,Поднос 30*43 см /40/С48СЕР,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,4,15,184.5,2025-03-23,4,1
