doc_id,name,category,amount,discount,price,date,shop_id,till_id
8st98t74uxwd5mxzebgo,Насадка магнит для кров/самор М6 набор 5шт,ИНСТРУМЕНТЫ,3,10,110.6,2025-03-23,3,1
8st98t74uxwd5mxzebgo,Вилка штепс ПРОГРЕСС прямая б/з черная /50/500/,ЭЛЕКТРОТОВАРЫ,5,16,36.6,2025-03-23,3,1
8st98t74uxwd5mxzebgo,Шланг для манометра и краскопульта 15метров,АВТОТОВАРЫ,6,12,658.0,2025-03-23,3,1
8st98t74uxwd5mxzebgo,"Салфетка ""Белоручка-3"" (30х38) вискоза /40/",ТОВАРЫ ДЛЯ УБОРКИ,4,9,32.46,2025-03-23,3,1
e56zc84rwq02sgjnnut4,Форма для льда ШАРИК/52/,КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,3,4,84.7,2025-03-23,3,1
n1ucod0o5ustt1wr2pm8,"Клеенка DЕКОRАМА ТУРЦИЯ 1,4*20м Орнамент зеленый 061С",КЛЕЁНКИ И СКАТЕРТИ,6,16,4065.6,2025-03-23,3,1
n1ucod0o5ustt1wr2pm8,Ковш 1л ЦВЕТНОЙ г Омск/60/,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,2,4,59.4,2025-03-23,3,1
n1ucod0o5ustt1wr2pm8,"Гирлянда БАХР СНЕЖНЫЙ ШАР 2,5м*0,6/0,8м 108л т.бел",НОВЫЙ ГОД,3,14,848.9,2025-03-23,3,1
n1ucod0o5ustt1wr2pm8,Крышка ТВИСТ ОФФ D82 СТАНДАРТ/20/240/,ТОВАРЫ ДЛЯ КОНСЕРВИРОВАНИЯ,5,4,7.34,2025-03-23,3,1
n1ucod0o5ustt1wr2pm8,Клей для термопистолета d 7мм*270мм /1кг /25/,ИНСТРУМЕНТЫ,2,0,490.4,2025-03-23,3,1
n1ucod0o5ustt1wr2pm8,Штора д/ванной п/э180х180см 12кол атлас брилл синий,ТОВАРЫ ДЛЯ ВАННОЙ КОМНАТЫ,5,14,416.9,2025-03-23,3,1
n1ucod0o5ustt1wr2pm8,Шпатель нержавеющий пастик ручка 60мм/200/,ИНСТРУМЕНТЫ,3,10,26.0,2025-03-23,3,1
50f4i96czsagcdrk44hf,Овощерезка с 3 насадками ЛИБРАПЛАСТ/150/,"НОЖИ, НОЖЕТОЧКИ, ОВОЩЕРЕЗКИ, ТЕРКИ",2,0,108.6,2025-03-23,3,1
50f4i96czsagcdrk44hf,Перчатки латексные БИКОЛОР КРАСНЫЕ М цена за 12пар,ТОВАРЫ ДЛЯ УБОРКИ,4,9,915.97,2025-03-23,3,1
50f4i96czsagcdrk44hf,"Вазон Колывань 0,6л Д14 мрамор  /36/С142М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,6,0,59.4,2025-03-23,3,1
50f4i96czsagcdrk44hf,Набор для рас с торф.таб.55мм 15 табл кас+лоток/15,САД И ОГОРОД,2,6,115.7,2025-03-23,3,1
50f4i96czsagcdrk44hf,"Клеенка BELLE на ткани 1,40м*20м голубая, клетка серебр DL-8280D",КЛЕЁНКИ И СКАТЕРТИ,4,4,3570.6,2025-03-23,3,1
50f4i96czsagcdrk44hf,Насадка к швабре МОП микрофLUX60х96см юбка180гр/36,ТОВАРЫ ДЛЯ УБОРКИ,2,7,302.1,2025-03-23,3,1
kiu70bh92umagynh9517,Бальзам-кондиц д/роста волос Веllе Fleur 450мл /12,БЫТОВАЯ ХИМИЯ,2,4,215.2,2025-03-23,3,1
kiu70bh92umagynh9517,Вилка штепс ПРОГРЕСС прямая б/з черная /50/500/,ЭЛЕКТРОТОВАРЫ,7,12,36.6,2025-03-23,3,1
kiu70bh92umagynh9517,Круг лепестковый КЛТ 125х22мм ЛУГА А60/10/80/,ИНСТРУМЕНТЫ,2,10,77.2,2025-03-23,3,1
kiu70bh92umagynh9517,"Горшок Эдельвейс с под.5,3л Д 24см терракот /10/С193Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,6,3,163.5,2025-03-23,3,1
kiu70bh92umagynh9517,"Круг отрезной по метал 125х2,0х22мм ЛУГА/25/200/",ИНСТРУМЕНТЫ,2,0,35.9,2025-03-23,3,1
ptl49gy8st1vqhs376oe,Свечи для торта h 6см 12шт /30/,ТОВАРЫ ДЛЯ ПРАЗДНИКА,5,13,33.4,2025-03-23,3,1
ptl49gy8st1vqhs376oe,"Кастрюля для СВЧ "" Маджико"" 3 л. колор/8/С419-01",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,5,11,183.4,2025-03-23,3,1
ptl49gy8st1vqhs376oe,Вешалка гардеробн РАДУГА1 820х390х1500мм коричн,ЗАВОД МЕТАЛЛИЧЕСКИХ ИЗДЕЛИЙ (ЗМИ),2,15,1141.9,2025-03-23,3,1
ptl49gy8st1vqhs376oe,"ТЕРМО Клеенка РИФЛблеск непр0,8м*0,8мм*15м ракушки",КЛЕЁНКИ И СКАТЕРТИ,5,1,5406.7,2025-03-23,3,1
ptl49gy8st1vqhs376oe,Мешки для мусора ПВД 240л*20шт 40мк/5/,"УПАКОВОЧНЫЕ МАТЕРИАЛЫ,ПАКЕТЫ,МЕШКИ ДЛЯ МУСОРА",6,13,255.4,2025-03-23,3,1
ptl49gy8st1vqhs376oe,Удлинитель Обиход 5 метров 3 гнезда без заз 6А/60/,ЭЛЕКТРОТОВАРЫ,3,8,130.3,2025-03-23,3,1
ptl49gy8st1vqhs376oe,"Вешалка для брюк и юбок с зажимом 12шт, 30см/50/",ТОВАРЫ ДЛЯ ДОМА,4,2,385.69,2025-03-23,3,1
ptl49gy8st1vqhs376oe,Ведро 7л (ПП) /10/20/,ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,5,11,45.6,2025-03-23,3,1
nxrslfes7r8s8r1oq4qf,Карандаш  д/чистки утюга 30гр/36/,ХОЗЯЙСТВЕННЫЕ ТОВАРЫ,1,14,30.0,2025-03-23,3,1
nxrslfes7r8s8r1oq4qf,Кусторез телескопический 570*750/24/,САД И ОГОРОД,6,8,453.1,2025-03-23,3,1
nxrslfes7r8s8r1oq4qf,"Кастрюля алюминиевая с покр ГРАНИТ24см 4,2л/6/",ПОСУДА,7,8,1846.2,2025-03-23,3,1
nxrslfes7r8s8r1oq4qf,"Набор для специй ""Люмици""С586БЕЛ/12/С586БЕЛ",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,4,5,125.6,2025-03-23,3,1
nxrslfes7r8s8r1oq4qf,Ножовка по дереву 2х стор зат зак зуб 5мм 400мм/6,ИНСТРУМЕНТЫ,2,2,343.41,2025-03-23,3,1
