doc_id,name,category,amount,discount,price,date,shop_id,till_id
bp5yamrrl7k6osmw5y5g,Электропаяльник 100вт /10/,ИНСТРУМЕНТЫ,6,0,320.62,2025-03-23,6,2
bp5yamrrl7k6osmw5y5g,Тиски слесарные 80мм на струбцине,ИНСТРУМЕНТЫ,2,7,1034.38,2025-03-23,6,2
bp5yamrrl7k6osmw5y5g,Табурет квадратный ПЕНЕК ЛЕГКИЙ184 цвет сид коричн,ЗАВОД МЕТАЛЛИЧЕСКИХ ИЗДЕЛИЙ (ЗМИ),7,0,603.7,2025-03-23,6,2
u5v8tdifipc0xbai9hmo,Заклепки вытяжные алюм 4*12мм Цена за 50 шт,ИНСТРУМЕНТЫ,2,12,76.8,2025-03-23,6,2
u5v8tdifipc0xbai9hmo,Лопата АВТОМОБИЛЬН снег неразб с оц.планк мет чер,АВТОТОВАРЫ,6,1,313.8,2025-03-23,6,2
u5v8tdifipc0xbai9hmo,Припой с канифолью ПОС-61 2.0мм 10 гр.,ИНСТРУМЕНТЫ,1,12,114.0,2025-03-23,6,2
u5v8tdifipc0xbai9hmo,"Клеенка DЕКОRАМА ТУРЦИЯ 1,4*20м Коричнево-бежев листья на бел 244А",КЛЕЁНКИ И СКАТЕРТИ,4,14,4003.1,2025-03-23,6,2
u5v8tdifipc0xbai9hmo,"Лейка-распылитель 1,5л/20/",САД И ОГОРОД,1,9,169.3,2025-03-23,6,2
n5chvtv1uppexifelpnq,Розетка ПРОГРЕСС FIT о/у 1вх б/з бел/10/200,ЭЛЕКТРОТОВАРЫ,3,14,62.6,2025-03-23,6,2
n5chvtv1uppexifelpnq,Кисть мочальная 25см 70гр/20/,ИНСТРУМЕНТЫ,7,4,53.7,2025-03-23,6,2
n5chvtv1uppexifelpnq,"Горшок Квадро с поддоном 0,63л мрамор  /50/С160М",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,5,7,54.8,2025-03-23,6,2
n5chvtv1uppexifelpnq,Мочалка ЗДОРОВЫЙ РУМЯНЕЦ /50/,БАННЫЕ ПРИНАДЛЕЖНОСТИ,2,3,67.1,2025-03-23,6,2
n5chvtv1uppexifelpnq,"Расческа Престиж1 с ручкой крупн зубья 21,5см/150/",ГАЛАНТЕРЕЯ,3,15,35.4,2025-03-23,6,2
n5chvtv1uppexifelpnq,"Емкость для лимона ""Люмици""/17/С589",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,6,2,72.2,2025-03-23,6,2
n5chvtv1uppexifelpnq,Тортница 24см SCOVO ЗАБАВА /6/,ПОСУДА,7,13,323.54,2025-03-23,6,2
n5chvtv1uppexifelpnq,Утятница алюминиевая литая32см в под упак Ladina/8,ПОСУДА,1,13,1880.17,2025-03-23,6,2
n5chvtv1uppexifelpnq,Скотч двусторонний РР38мм*5м/6/48/,КАНЦЕЛЯРСКИЕ ТОВАРЫ,5,0,46.0,2025-03-23,6,2
f2pkfce32fuknw66v5cq,Мухобойка Клинт/40/,СРЕДСТВА ОТ КОМАРОВ И МУХ,5,4,31.3,2025-03-23,6,2
f2pkfce32fuknw66v5cq,"Мыльница закрытая ""Вояж"" со щеткой /38/С13",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,5,12,33.8,2025-03-23,6,2
f2pkfce32fuknw66v5cq,Сахарница БОГЕМА с /кр тонированный /15/,КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,2,3,144.0,2025-03-23,6,2
f2pkfce32fuknw66v5cq,"Пленка парниковая  (1,5*2)   100 МКР 100м",САД И ОГОРОД,3,13,3678.1,2025-03-23,6,2
f2pkfce32fuknw66v5cq,Чайник заварочный 1300мл термост стекл LaDina /24/,ПОСУДА,7,1,412.3,2025-03-23,6,2
0czc73kjks067b6wc01b,"Этажерка настенная ""Барселона 12"" (BARCELONA 12 wall storage rack) (Белый)",ЗАВОД МЕТАЛЛИЧЕСКИХ ИЗДЕЛИЙ (ЗМИ),6,1,1149.7,2025-03-23,6,2
0czc73kjks067b6wc01b,"Ваза для фруктов ""Люмици""/20/С581",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,1,1,139.0,2025-03-23,6,2
0czc73kjks067b6wc01b,"Горшок Фелиция 0,4л Д105 см террак с поддоном /57/С101Т",ИЗДЕЛИЯ ИЗ ПЛАСТМАССЫ,2,8,40.4,2025-03-23,6,2
0czc73kjks067b6wc01b,Ерш бутылочный 48см СТ-1206/400/,КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,5,11,33.43,2025-03-23,6,2
0czc73kjks067b6wc01b,Выключатель ПРОГРЕСС SLIM c/у 2кл c/п белый/10/200,ЭЛЕКТРОТОВАРЫ,6,13,81.0,2025-03-23,6,2
0czc73kjks067b6wc01b,Ножовка садовая складная Y- ручкой SparkLux-402 /6,САД И ОГОРОД,6,1,295.21,2025-03-23,6,2
